CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcelId,lat,lng
07120732BRDUP,2013,732 FLORENCE AVE,2013-10-08,Housing,BoardedUp/Closed,2013-10-30,True,16991425,-84.5064239375338,38.0667815268059
07120725BRDUP,2013,725 FLORENCE AVE,2013-10-09,Housing,BoardedUp/Closed,2013-10-30,True,16991425,-84.5064239375338,38.0667815268059
11660901-4,2009,901 N LIMESTONE,2009-10-01,Housing,Housing Closed w/Civil Penalty,2013-10-30,True,46316500,-84.4730531596377,38.0636360190822
03910400W2,2013,400 CHESTNUT ST,2013-10-28,Nuisance,Nuisance Resolved w/o Notice/Order,2013-10-30,True,13319270,-84.4853506909194,38.0463976185592
19900000SIGNS3,2013,0 WALTON AVE,2013-10-28,Nuisance,Nuisance Resolved w/o Notice/Order,2013-10-30,True,14542100,-84.4826504531421,38.0391981161434
12390350W,2013,350 MANHATTAN DR,2013-10-30,Nuisance,Nuisance Resolved w/o Notice/Order,2013-10-30,True,14363800,-84.4611818019566,38.065077820203
15671710W13,2013,1710 RALEIGH RD,2013-10-30,Nuisance,Nuisance Resolved w/o Notice/Order,2013-10-30,True,25998450,-84.5421585973352,38.0406214100566
12390326W3,2013,326 MANHATTAN DR,2013-10-30,Nuisance,Invalid Nuisance,2013-10-30,True,14363800,-84.4611818019566,38.065077820203
12390387W8,2013,387 MANHATTAN DR,2013-10-30,Nuisance,Invalid Nuisance,2013-10-30,True,16763562,-84.4584963817207,38.0625039483095
12390389W6,2013,389 MANHATTAN DR,2013-10-30,Nuisance,Invalid Nuisance,2013-10-30,True,10827600,-84.4495170073927,38.0657716588052
19071416W3,2013,1416 TOWNLEY DR,2013-10-28,Nuisance,Invalid Nuisance,2013-10-30,True,10003742,-84.4672982330414,37.9791573353644
27930510W2,2013,510 PEMBERTON LN,2013-10-28,Nuisance,Invalid Nuisance,2013-10-30,True,25370350,-84.4715711119473,38.0725140973502
14200560W2,2013,560 OHIO ST,2013-10-28,Nuisance,Invalid Nuisance,2013-10-30,True,16400550,-84.4823452867078,38.0495969667447
03910336W2,2013,336 CHESTNUT ST,2013-10-28,Nuisance,Invalid Nuisance,2013-10-30,True,15963600,-84.4863757315028,38.045595000817
08090273W,2013,273 GOLD RUSH RD,2013-10-28,Nuisance,Invalid Nuisance,2013-10-30,True,16699300,-84.5302082165547,38.0009906294335
04890664W,2013,664 CROMWELL WAY,2013-10-28,Nuisance,Invalid Nuisance,2013-10-30,True,20132520,-84.5488231796987,37.9774974889323
05560957W8,2013,957 DETROIT AVE,2013-10-29,Nuisance,Invalid Nuisance,2013-10-30,True,36569100,-84.4696471705638,38.0404788237117
28133005W4,2013,3005 REDBUD CT,2013-10-30,Nuisance,Invalid Nuisance,2013-10-30,True,20128360,-84.5442277095605,38.0057165417011
23260000SIGNS,2013,0 OLD VERSAILLES RD,2013-10-30,Nuisance,Invalid Nuisance,2013-10-30,True,12833575,-84.5197108109786,38.0531848609318
05430868W4,2013,868 DELLA DR,2013-09-24,Nuisance,Closed Nuisance,2013-10-30,True,10979400,-84.4683696105468,38.0502998960826
43382375W,2013,2375 WILDERNESS PL,2013-08-12,Nuisance,Closed Nuisance,2013-10-30,True,23536500,-84.4457581114447,38.0207789543099
08200419W12,2013,419 GRANARD AVE,2013-07-30,Nuisance,Closed Nuisance,2013-10-30,True,11035800,-84.4860155350623,38.0598736322991
11660669W4,2013,669 N LIMESTONE,2013-09-27,Nuisance,Closed Nuisance,2013-10-30,True,13401000,-84.4875448071318,38.0579448394601
05082173W,2013,2173 CYPRESS DR,2013-10-11,Nuisance,Closed Nuisance,2013-10-30,True,38028470,-84.4262478959518,38.0482952634026
16280376S,2013,376 ROOKWOOD PKWY,2013-10-07,Housing,Closed Out,2013-10-30,True,22064553,-84.4619431396964,38.0617032482142
17180224S#B,2013,224 SHRINERS LN #B,2013-09-27,Housing,Closed Out,2013-10-30,True,41403500,-84.522937357375,38.0678679375783
05220200EMER#A,2013,200 DANTZLER CT #A,2013-10-01,Housing,Closed Out,2013-10-30,True,24034050,-84.5184197077294,38.0238189597173
09290702-4,2013,702 E HIGH ST,2013-09-22,Housing,Closed Out,2013-10-30,True,10617700,-84.4940794708343,38.0411170579376
29511797S,2013,1797 HEADLEY GREEN,2013-08-16,Housing,Closed Out,2013-10-30,True,19334420,-84.5330700640398,38.0365430521475
16011828S,2013,1828 RICHMOND RD,2013-08-16,Housing,Closed Out,2013-10-30,True,24979685,-84.5423632020486,38.0352583433645
15033059S,2013,3059 PIMLICO PKWY,2013-08-16,Housing,Closed Out,2013-10-30,True,20276717,-84.4580028191368,37.9841349257747
13353410S,2013,3410 MONTAVESTA RD,2013-08-16,Housing,Closed Out,2013-10-30,True,38111390,-84.3507931680781,38.0412019246448
20693054S,2013,3054 WINDERMERE RD,2013-08-16,Housing,Closed Out,2013-10-30,True,38116730,-84.5396508815101,38.106410751554
15033063S,2013,3063 PIMLICO PKWY,2013-08-14,Housing,Closed Out,2013-10-30,True,20276717,-84.4580028191368,37.9841349257747
26644268S2,2013,4268 SOUTHMOOR PARK,2013-08-20,Housing,Closed Out,2013-10-30,True,20101290,-84.573972299474,37.9877843001628
03900822S,2013,822 CHERYL LN,2013-08-22,Housing,Closed Out,2013-10-30,True,26927800,-84.5366149604993,38.0324177089597
03900806S,2013,806 CHERYL LN,2013-08-22,Housing,Closed Out,2013-10-30,True,22157000,-84.535950363121,38.0320102522249
29511805S,2013,1805 HEADLEY GREEN,2013-08-23,Housing,Closed Out,2013-10-30,True,19334420,-84.5330700640398,38.0365430521475
16840573S,2012,573 W SECOND ST,2012-05-17,Housing,Closed Out,2013-10-30,True,38104000,-84.4953569740799,38.0493514337941
18260802S2,2013,802 SUNSET DR,2013-04-19,Housing,Closed Out,2013-10-30,True,13898375,-84.4929319623874,38.0279973823241
24854613S,2013,4613 BRINDLEY WAY,2013-04-17,Housing,Closed Out,2013-10-30,True,20072490,-84.4898609426983,37.9536515243467
24854608S,2013,4608 BRINDLEY WAY,2013-04-17,Housing,Closed Out,2013-10-30,True,20072430,-84.4895234710672,37.9540453292133
16011832S,2013,1832 RICHMOND RD,2013-08-05,Housing,Closed Out,2013-10-30,True,20153300,-84.5606140552758,38.0370818515004
29483792S,2013,3792 BINGHAM DR,2013-06-13,Housing,Closed Out,2013-10-30,True,19301670,-84.5470487774731,37.9779059179185
00231321#D5,2013,1321 ALEXANDRIA DR #D5,2013-10-15,Housing,Closed/Cancelled-No Response from Tenant,2013-10-30,True,10047300,-84.4670381937655,38.0506206462572
19601724#A101-5,2013,1724 VERSAILLES RD #A101,2013-10-17,Housing,Closed/Cancelled-No Response from Tenant,2013-10-30,True,22752250,-84.5539827269906,38.0393568606851
05082177W3,2013,2177 CYPRESS DR,2013-10-14,Nuisance,Invalid Nuisance,2013-10-30,True,38028490,-84.4261304138156,38.0482362039002
35901201DEMO,2013,1201 DEER HAVEN LN,2013-07-12,Housing,Closed Out,2013-10-29,True,21332500,-84.3903503481447,38.0042348645712
03270451,2013,451 CARLISLE AVE,2013-07-26,Housing,Closed Out,2013-10-29,True,14828700,-84.4695834467259,38.0553353767002
03460233,2013,233 CASTLEWOOD DR,2013-05-03,Housing,Closed Out,2013-10-29,True,12478100,-84.4490254094882,38.089900495638
00272278BRDUP-3,2013,2278 ALLEN DR (BOARD UP STRUCTURE),2013-05-20,Housing,Closed Out,2013-10-29,True,25424300,-84.4586819829443,38.0831235973129
30620197-199,2013,197-199 OLD GEORGETOWN ST,2013-10-24,Housing,Invalid Complaint,2013-10-29,True,16185550,-84.5052432906018,38.0714970574737
03900886S,2013,886 CHERYL LN,2013-08-22,Housing,Closed Out,2013-10-29,True,22698900,-84.5392563661859,38.0340197281787
03900878S,2013,878 CHERYL LN,2013-08-22,Housing,Closed Out,2013-10-29,True,22196200,-84.5389263479248,38.0338207586748
00142900#B-3,2013,2900 AFFIRMED CT #B,2013-08-28,Housing,Closed Out,2013-10-29,True,38109380,-84.5348176077379,38.1066785225663
11601749-5,2013,1749 LIBERTY RD,2013-09-03,Housing,Closed Out,2013-10-29,True,24901200,-84.54148336513,38.0382471546455
13861709S,2013,1709 NEW ORLEANS CT,2013-08-20,Housing,Closed Out,2013-10-29,True,12366400,-84.4326211183626,38.0522079473852
22660728-2,2013,728 GATEHOUSE PL,2013-08-19,Housing,Closed Out,2013-10-29,True,20027730,-84.4593859983892,38.0311150254998
08871670S,2013,1670 HARROGATE RD,2013-08-15,Housing,Closed Out,2013-10-29,True,11795750,-84.4557126013649,38.0589747222015
04350180#903,2013,180 CODELL DR #903,2013-08-13,Housing,Closed Out,2013-10-29,True,10044380,-84.4525045404468,38.019085081254
08173608S,2013,3608 GRACE DR,2013-08-16,Housing,Closed Out,2013-10-29,True,11102050,-84.4803210184835,37.974590741696
29511801S,2013,1801 HEADLEY GREEN,2013-08-16,Housing,Closed Out,2013-10-29,True,19334420,-84.5330700640398,38.0365430521475
29591677S,2013,1677 CHANDLER LN,2013-08-16,Housing,Closed Out,2013-10-29,True,38023450,-84.5304329289314,38.0356393838431
29600701S,2013,701 WIDENER CT,2013-08-16,Housing,Closed Out,2013-10-29,True,19324230,-84.5315573228793,38.0344343384234
29520812S,2013,812 MASON PLACE CT,2013-08-16,Housing,Closed Out,2013-10-29,True,19321330,-84.5335828207498,38.0348704450634
13323216S,2013,3216 MONIDA CT,2013-08-16,Housing,Closed Out,2013-10-29,True,20276612,-84.4587233771003,37.9847116564196
20693061S,2013,3061 WINDERMERE RD,2013-08-16,Housing,Closed Out,2013-10-29,True,20128390,-84.5437010519424,38.0058554935158
13353406S,2013,3406 MONTAVESTA RD,2013-08-16,Housing,Closed Out,2013-10-29,True,21556500,-84.5506096556221,37.9934637561424
03900772S,2013,772 CHERYL LN,2013-09-16,Housing,Closed Out,2013-10-29,True,22706700,-84.5377770689638,38.0331215578189
04470316S,2013,316 COLONY BLVD,2013-09-16,Housing,Closed Out,2013-10-29,True,20064080,-84.5234411697008,37.9726896546833
00431468S,2013,1468 ANNISTON DR,2013-09-09,Housing,Closed Out,2013-10-29,True,12692650,-84.4759704123963,37.9725775291837
13581409,2013,1409 MT RAINIER DR,2013-09-06,Housing,Closed Out,2013-10-29,True,11887835,-84.4630015011741,37.9802220471673
16280360S,2013,360 ROOKWOOD PKWY,2013-10-07,Housing,Closed Out,2013-10-29,True,22064557,-84.4625434764611,38.0622421487303
16280384S,2013,384 ROOKWOOD PKWY,2013-10-07,Housing,Closed Out,2013-10-29,True,22064558,-84.4626876926029,38.0623793203756
16280364S,2013,364 ROOKWOOD PKWY,2013-10-07,Housing,Closed Out,2013-10-29,True,22064556,-84.4623979307643,38.0621026814597
04680319BRDUP,2013,319 CORRAL ST,2013-10-08,Housing,Closed Out,2013-10-29,True,14457800,-84.4884347794387,38.0461222868868
16280368S,2013,368 ROOKWOOD PKWY,2013-10-08,Housing,Closed Out,2013-10-29,True,22064555,-84.4622564037718,38.06196259442
13971309W6,2013,1309 NICHOLASVILLE RD,2013-10-11,Nuisance,Closed Nuisance,2013-10-29,True,10044020,-84.5215060271552,38.0022676784087
16910115W2,2013,115 W SEVENTH ST,2013-10-14,Nuisance,Closed Nuisance,2013-10-29,True,11648200,-84.494654003612,38.0486362222648
19440701W16,2013,701 N UPPER ST,2013-10-14,Nuisance,Closed Nuisance,2013-10-29,True,13247200,-84.4851375877524,38.0563444563435
07733348W3,2013,3348 GATEWOOD CT,2013-10-09,Nuisance,Closed Nuisance,2013-10-29,True,19991140,-84.422657501481,38.0001393505006
00941007W3,2013,1007 AURORA AVE,2013-10-10,Nuisance,Closed Nuisance,2013-10-29,True,15704400,-84.4798865385675,38.0396906761266
04172212W,2013,2212 CLAYS MILL RD,2013-10-10,Nuisance,Closed Nuisance,2013-10-29,True,24415000,-84.5339992320464,38.0199045401621
07300230W6,2013,230 FOREST PARK RD,2013-10-10,Nuisance,Closed Nuisance,2013-10-29,True,15013200,-84.4837069911867,38.0303963492936
19171090W14,2013,1090 TRENT BLVD,2013-10-09,Nuisance,Closed Nuisance,2013-10-29,True,20965135,-84.4942174252143,37.9737756700243
07733356W3,2013,3356 GATEWOOD CT,2013-10-09,Nuisance,Closed Nuisance,2013-10-29,True,19991120,-84.42270952265,38.0004270461567
23530633W8,2013,633 DARDANELLES DR,2013-10-09,Nuisance,Closed Nuisance,2013-10-29,True,20049060,-84.5455665855581,38.0081626880127
11322424W7,2013,2424 LARKIN RD,2013-10-09,Nuisance,Closed Nuisance,2013-10-29,True,12859750,-84.5134523341971,38.0018294297441
07733328W3,2013,3328 GATEWOOD CT,2013-10-04,Nuisance,Closed Nuisance,2013-10-29,True,23447107,-84.5061369051789,37.9838827052977
13712323W11,2013,2323 NANCY LN,2013-09-25,Nuisance,Closed Nuisance,2013-10-29,True,11876750,-84.4537030438791,38.0858931278519
19462862W4,2013,2862 UTTINGER LN,2013-07-16,Nuisance,Closed Nuisance,2013-10-29,True,22777400,-84.3690202188497,38.0394580526232
07493441W,2013,3441 FREELAND CT,2013-08-27,Nuisance,Closed Nuisance,2013-10-29,True,20175502,-84.5064659249774,37.9835317053415
13242441W4,2013,2441 MIRAHILL DR,2013-09-18,Nuisance,Closed Nuisance,2013-10-29,True,16447400,-84.4500304083616,38.0164182398854
17690699W,2013,699 SPRINGRIDGE DR,2013-10-25,Nuisance,Invalid Nuisance,2013-10-29,True,25218500,-84.5510907273001,37.9932771087995
06200670W2,2013,670 EDEN RD,2013-10-24,Nuisance,Invalid Nuisance,2013-10-29,True,11025500,-84.4554784271599,38.0889817412737
07101560W3,2013,1560 FLORA GLEN WAY,2013-10-22,Nuisance,Invalid Nuisance,2013-10-29,True,20032920,-84.4681228239329,37.9603925506907
10743476W2,2013,3476 KING ARTHUR DR,2013-10-24,Nuisance,Nuisance Resolved w/o Notice/Order,2013-10-29,True,14747400,-84.5107326815193,37.9858591142276
07020304W3,2013,304 E FIFTH ST,2013-09-22,Nuisance,Closed/Abated by City,2013-10-29,True,14883100,-84.4842862117583,38.0483431923222
14090130W5,2013,130 NORTHWOOD DR,2013-07-11,Nuisance,Nuisance Closed w/Civil Penalty,2013-10-29,True,21959400,-84.4633192335961,38.0624019148501
14580114-3,2012,114 WITTLAND LN,2012-07-16,Housing,Housing Closed w/Civil Penalty,2013-10-29,True,21663900,-84.4582361322037,38.0710163030807
03910351-2,2008,351 CHESTNUT ST,2008-06-10,Housing,Housing Closed w/Civil Penalty,2013-10-28,True,16514800,-84.4842983850855,38.0476827759414
06600511W4,2013,511 ERIE RD,2013-10-09,Nuisance,Nuisance Closed w/Civil Penalty,2013-10-28,True,15749200,-84.5135792014325,38.0725548514444
03910351W19,2013,351 CHESTNUT ST,2013-09-23,Nuisance,Closed/Abated by City,2013-10-28,True,16514800,-84.4842983850855,38.0476827759414
12240721W12,2013,721 MAGOFFIN ST,2013-09-19,Nuisance,Closed/Abated by City,2013-10-28,True,14330050,-84.4746871613488,38.0505685037993
05100745W18,2013,745 DAKOTA ST,2013-09-20,Nuisance,Closed/Abated by City,2013-10-28,True,15837000,-84.4851592501503,38.0582714461895
19440703W6,2013,703 N UPPER ST,2013-09-20,Nuisance,Closed/Abated by City,2013-10-28,True,10107550,-84.4850713887946,38.0563910033797
07140720W22,2013,720 FLORIDA ST,2013-09-06,Nuisance,Closed/Abated by City,2013-10-28,True,17170200,-84.4848771047355,38.0569340281315
29942628W2,2013,2628 CASHEL CT,2013-09-09,Nuisance,Closed/Abated by City,2013-10-28,True,10046980,-84.516791707201,37.9964820043457
03910450W22,2013,450 CHESTNUT ST,2013-09-09,Nuisance,Closed/Abated by City,2013-10-28,True,10993700,-84.4839647322328,38.0472268135802
05100745W17,2013,745 DAKOTA ST,2013-08-21,Nuisance,Closed/Abated by City,2013-10-28,True,15837000,-84.4851592501503,38.0582714461895
11601601W11,2013,1601 LIBERTY RD,2013-09-04,Nuisance,Closed/Abated by City,2013-10-28,True,21717900,-84.5320588389199,38.0492381180923
27791175W2,2013,1175 DEVONPORT CIR,2013-10-24,Nuisance,Invalid Nuisance,2013-10-28,True,12693950,-84.5078911540919,38.0778965693883
13770000W,2013,0 NATIONAL AVE,2013-10-24,Nuisance,Invalid Nuisance,2013-10-28,True,15580850,-84.4793697404387,38.0405163977321
30620197-199W2,2013,197-199 OLD GEORGETOWN ST,2013-10-24,Nuisance,Invalid Nuisance,2013-10-28,True,16185550,-84.5052432906018,38.0714970574737
12070653W8,2013,653 LOWER ST,2013-10-17,Nuisance,Invalid Nuisance,2013-10-28,True,14512800,-84.5104050492095,38.0442671392851
19601806W6,2013,1806 VERSAILLES RD,2013-10-24,Nuisance,Invalid Nuisance,2013-10-28,True,24150800,-84.5406242331645,38.0358155692903
05430990W4,2013,990 DELLA DR,2013-10-24,Nuisance,Invalid Nuisance,2013-10-28,True,22909200,-84.5454753561889,38.0376177265095
07211441W2,2013,1441 N FORBES RD,2013-10-25,Nuisance,Invalid Nuisance,2013-10-28,True,46046300,-84.5195373994238,38.0672892361356
39143001W7,2013,3001 OLD HOUSE RD,2013-10-25,Nuisance,Invalid Nuisance,2013-10-28,True,38085740,-84.4078968444569,38.0213938925933
04150224W23,2013,224 CLAY AVE,2013-10-24,Nuisance,Invalid Nuisance,2013-10-28,True,40029375,-84.4756541318393,38.0347255553778
09730365W7,2013,365 HUMMINGBIRD LN,2013-10-24,Nuisance,Invalid Nuisance,2013-10-28,True,46314650,-84.5205211482931,38.0304640722262
13390000W3,2013,0 MONTICELLO BLVD,2013-10-25,Nuisance,Invalid Nuisance,2013-10-28,True,26318100,-84.5490140774917,37.9935072287502
14380247W7,2013,247 OSAGE CT,2013-09-24,Nuisance,Closed Nuisance,2013-10-28,True,14316700,-84.4493208234366,38.0149087288143
19483205W5,2013,3205 VALHALLA DR,2013-09-20,Nuisance,Closed Nuisance,2013-10-28,True,19322220,-84.4175089295428,38.0109401219921
16290448W8,2013,448 ROOSEVELT BLVD,2013-09-20,Nuisance,Closed Nuisance,2013-10-28,True,14001400,-84.5052458841997,38.0681679046694
35200234W9,2013,234 MOUSAS WAY,2013-09-10,Nuisance,Closed Nuisance,2013-10-28,True,38018700,-84.4490560924573,38.0113121195397
11660638W20,2013,638 N LIMESTONE,2013-07-19,Nuisance,Closed Nuisance,2013-10-28,True,46316500,-84.4730531596377,38.0636360190822
15600211W3,2013,211 RACE ST,2013-02-20,Nuisance,Closed Nuisance,2013-10-28,True,26364425,-84.5233740410815,38.0222991677511
15600213W4,2013,213 RACE ST,2013-02-20,Nuisance,Closed Nuisance,2013-10-28,True,15930700,-84.4853685208036,38.0449138596621
15600215W5,2013,215 RACE ST,2013-02-20,Nuisance,Closed Nuisance,2013-10-28,True,15930700,-84.4853685208036,38.0449138596621
00340175W11,2013,175 AMERICAN AVE,2013-09-26,Nuisance,Closed Nuisance,2013-10-28,True,41313600,-84.5191485844774,38.0353088244254
06531252W19,2013,1252 EMBRY AVE,2013-09-26,Nuisance,Closed Nuisance,2013-10-28,True,13041100,-84.5534906093939,38.0525695272651
16290464W13,2013,464 ROOSEVELT BLVD,2013-09-27,Nuisance,Closed Nuisance,2013-10-28,True,12678900,-84.5048072093912,38.0684546329967
16290459-461W4,2013,459-461 ROOSEVELT BLVD,2013-09-27,Nuisance,Closed Nuisance,2013-10-28,True,14539500,-84.5055875886763,38.0673117669908
00431446W,2013,1446 ANNISTON DR,2013-09-30,Nuisance,Closed Nuisance,2013-10-28,True,14522625,-84.4761909769614,37.9721541930702
22650421W5,2013,421 WHISPERING HILLS DR,2013-10-08,Nuisance,Closed Nuisance,2013-10-28,True,19312050,-84.5659401988918,37.9821079824515
22650425W2,2013,425 WHISPERING HILLS DR,2013-10-08,Nuisance,Closed Nuisance,2013-10-28,True,14621200,-84.4485265747274,38.0650561199864
09530545W9,2013,545 HOLLYHILL DR,2013-10-08,Nuisance,Closed Nuisance,2013-10-28,True,15916550,-84.527149720032,38.0126834392707
09113821W3,2013,3821 HEIMBAUGH LN,2013-10-09,Nuisance,Closed Nuisance,2013-10-28,True,26166633,-84.5718275298135,37.9976653515831
06531253W2,2013,1253 EMBRY AVE,2013-10-09,Nuisance,Closed Nuisance,2013-10-28,True,21968400,-84.4572444313817,38.0490969091647
29491228W,2013,1228 SPECULATOR CT,2013-10-09,Nuisance,Closed Nuisance,2013-10-28,True,16447650,-84.4821252371024,37.9783202303764
39270408W3,2013,408 LARGO CIR,2013-10-09,Nuisance,Closed Nuisance,2013-10-28,True,38088060,-84.5186868662744,37.9569942188982
05970123W7,2013,123 DUNDEE DR,2013-10-09,Nuisance,Closed Nuisance,2013-10-28,True,20977800,-84.5146452633443,38.0109559717318
09200629W,2013,629 HI CREST DR,2013-10-09,Nuisance,Closed Nuisance,2013-10-28,True,15854600,-84.4498816812782,38.0588277551731
12591586W#14,2013,1586 MARTHA CT #14,2013-10-25,Nuisance,Closed Nuisance,2013-10-28,True,12837277,-84.4501834572267,38.0488334575997
13861715S,2013,1715 NEW ORLEANS CT,2013-08-20,Housing,Closed Out,2013-10-28,True,12366400,-84.4326211183626,38.0522079473852
05250943,2013,943 DARLEY DR,2013-09-03,Housing,Closed Out,2013-10-28,True,14049800,-84.465645602257,38.053378273471
05250939-2,2013,939 DARLEY DR,2013-09-03,Housing,Closed Out,2013-10-28,True,16461800,-84.4658878931149,38.0531763651841
05250932,2013,932 DARLEY DR,2013-09-03,Housing,Closed Out,2013-10-28,True,17258700,-84.4657475628184,38.052495447269
05251005,2013,1005 DARLEY DR,2013-09-05,Housing,Closed Out,2013-10-28,True,16908900,-84.4655223726636,38.0534817839718
05251023,2013,1023 DARLEY DR,2013-09-05,Housing,Closed Out,2013-10-28,True,11173125,-84.4647119467533,38.0541729615131
05251035,2013,1035 DARLEY DR,2013-09-05,Housing,Closed Out,2013-10-28,True,20637600,-84.4643597038513,38.0544707183404
05251031,2013,1031 DARLEY DR,2013-09-05,Housing,Closed Out,2013-10-28,True,13430600,-84.4644744667238,38.0543716440359
05251027,2013,1027 DARLEY DR,2013-09-05,Housing,Closed Out,2013-10-28,True,16231600,-84.4645959986798,38.0542752347066
05251010-2,2013,1010 DARLEY DR,2013-09-04,Housing,Closed Out,2013-10-28,True,11175100,-84.4645435303384,38.0535008081684
